time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,rain,showers,snow_depth,weather_code,cloud_cover,wind_speed_10m
2022-01-01T00:00,21.3,91,19.8,1020.5,0.2,0.0,0.0,51,100,8.2
2022-01-01T01:00,21.1,90,19.4,1020.0,0.5,0.0,0.0,53,100,5.9
2022-01-01T02:00,21.2,92,19.8,1019.1,0.1,0.0,0.0,51,100,4.3
2022-01-01T03:00,21.0,93,19.9,1018.3,0.8,0.0,0.0,53,100,6.0
2022-01-01T04:00,21.3,92,20.0,1018.1,0.8,0.0,0.0,53,100,7.7
2022-01-01T05:00,21.5,89,19.6,1018.2,0.8,0.0,0.0,53,100,11.0
2022-01-01T06:00,21.5,90,19.7,1018.5,0.7,0.0,0.0,53,100,14.1
2022-01-01T07:00,21.3,91,19.8,1019.2,0.6,0.0,0.0,53,98,11.5
2022-01-01T08:00,21.8,88,19.8,1020.0,0.4,0.0,0.0,51,100,15.8
2022-01-01T09:00,22.2,85,19.7,1020.6,0.3,0.0,0.0,51,100,13.0
2022-01-01T10:00,23.0,83,20.0,1020.2,0.2,0.0,0.0,51,100,15.3
2022-01-01T11:00,23.6,81,20.1,1020.1,0.0,0.0,0.0,2,74,17.8
2022-01-01T12:00,23.0,80,19.5,1019.3,0.3,0.0,0.0,51,82,16.1
2022-01-01T13:00,24.1,77,19.9,1018.1,0.0,0.0,0.0,3,96,18.8
2022-01-01T14:00,23.3,77,19.0,1017.4,0.2,0.0,0.0,51,83,19.2
2022-01-01T15:00,23.8,77,19.5,1017.1,0.1,0.0,0.0,51,84,17.6
2022-01-01T16:00,22.9,79,19.0,1017.4,0.3,0.0,0.0,51,90,17.3
2022-01-01T17:00,22.5,82,19.2,1017.9,0.7,0.0,0.0,53,100,10.4
2022-01-01T18:00,21.9,87,19.5,1018.3,0.2,0.0,0.0,51,100,14.3
2022-01-01T19:00,22.3,85,19.6,1018.6,0.1,0.0,0.0,51,100,7.7
2022-01-01T20:00,22.2,83,19.2,1019.3,0.2,0.0,0.0,51,100,8.6
2022-01-01T21:00,22.2,86,19.7,1019.3,0.3,0.0,0.0,51,99,5.0
2022-01-01T22:00,21.8,88,19.7,1019.3,0.4,0.0,0.0,51,100,5.6
2022-01-01T23:00,21.4,94,20.5,1019.1,0.7,0.0,0.0,53,100,3.7
2022-01-02T00:00,21.4,91,19.9,1019.1,0.8,0.0,0.0,53,99,5.2
2022-01-02T01:00,21.4,90,19.6,1018.5,1.5,0.0,0.0,61,100,6.8
2022-01-02T02:00,21.1,93,20.0,1017.9,2.0,0.0,0.0,61,100,6.1
2022-01-02T03:00,21.2,91,19.8,1017.2,1.3,0.0,0.0,61,100,7.4
2022-01-02T04:00,21.2,92,20.0,1017.2,1.2,0.0,0.0,55,100,7.7
2022-01-02T05:00,21.8,88,19.8,1017.4,0.9,0.0,0.0,53,100,11.8
2022-01-02T06:00,22.0,88,20.0,1017.7,0.5,0.0,0.0,53,100,16.9
2022-01-02T07:00,21.9,88,19.8,1018.2,0.3,0.0,0.0,51,100,18.7
2022-01-02T08:00,22.5,84,19.8,1019.4,0.5,0.0,0.0,53,100,20.7
2022-01-02T09:00,22.8,85,20.1,1020.0,0.1,0.0,0.0,51,87,22.0
2022-01-02T10:00,22.8,84,20.0,1019.6,0.2,0.0,0.0,51,82,22.7
2022-01-02T11:00,23.0,82,19.8,1019.1,0.1,0.0,0.0,51,100,24.4
2022-01-02T12:00,22.9,83,19.8,1018.0,0.3,0.0,0.0,51,100,23.4
2022-01-02T13:00,22.6,82,19.4,1017.0,0.2,0.0,0.0,51,100,25.5
2022-01-02T14:00,22.4,84,19.6,1016.3,0.3,0.0,0.0,51,100,23.0
2022-01-02T15:00,22.4,82,19.1,1016.1,0.1,0.0,0.0,51,100,20.5
2022-01-02T16:00,22.0,87,19.7,1016.3,1.2,0.0,0.0,55,100,16.6
2022-01-02T17:00,21.9,87,19.6,1016.6,0.8,0.0,0.0,53,100,15.8
2022-01-02T18:00,21.7,86,19.3,1017.2,0.5,0.0,0.0,53,100,15.9
2022-01-02T19:00,22.4,84,19.5,1017.6,1.4,0.0,0.0,61,100,12.6
2022-01-02T20:00,21.7,87,19.5,1018.6,0.5,0.0,0.0,53,100,14.9
2022-01-02T21:00,21.3,90,19.6,1018.9,0.9,0.0,0.0,53,100,11.3
2022-01-02T22:00,22.1,87,19.8,1018.4,0.5,0.0,0.0,53,100,8.7
2022-01-02T23:00,21.8,84,18.9,1018.5,0.1,0.0,0.0,51,100,16.9
2022-01-03T00:00,22.0,87,19.7,1017.8,0.3,0.0,0.0,51,100,7.9
2022-01-03T01:00,22.0,86,19.6,1017.2,0.1,0.0,0.0,51,94,13.5
2022-01-03T02:00,22.0,85,19.4,1016.5,0.6,0.0,0.0,53,100,13.2
2022-01-03T03:00,21.4,87,19.1,1016.1,0.1,0.0,0.0,51,100,13.4
2022-01-03T04:00,21.0,93,19.7,1016.1,0.4,0.0,0.0,51,100,5.9
2022-01-03T05:00,21.1,93,19.9,1016.2,0.1,0.0,0.0,51,100,2.9
2022-01-03T06:00,21.3,93,20.1,1016.3,0.2,0.0,0.0,51,100,3.4
2022-01-03T07:00,21.6,91,20.1,1016.9,0.3,0.0,0.0,51,100,6.0
2022-01-03T08:00,22.4,84,19.5,1017.5,0.2,0.0,0.0,51,79,8.0
2022-01-03T09:00,22.4,83,19.3,1018.1,0.3,0.0,0.0,51,90,13.2
2022-01-03T10:00,22.9,83,19.9,1017.9,0.1,0.0,0.0,51,92,8.9
2022-01-03T11:00,23.2,81,19.8,1017.3,0.1,0.0,0.0,51,85,11.2
2022-01-03T12:00,23.5,80,19.8,1016.2,0.2,0.0,0.0,51,90,12.4
2022-01-03T13:00,23.8,77,19.6,1015.2,0.0,0.0,0.0,2,75,13.3
2022-01-03T14:00,23.8,77,19.5,1014.4,0.0,0.0,0.0,2,60,15.0
2022-01-03T15:00,23.8,76,19.4,1014.2,0.1,0.0,0.0,51,83,15.6
2022-01-03T16:00,23.5,77,19.2,1014.6,0.0,0.0,0.0,3,100,14.9
2022-01-03T17:00,23.1,79,19.4,1014.9,0.0,0.0,0.0,3,92,11.1
2022-01-03T18:00,22.5,82,19.2,1015.7,0.0,0.0,0.0,3,100,9.0
2022-01-03T19:00,21.9,87,19.7,1016.5,0.0,0.0,0.0,3,99,5.2
2022-01-03T20:00,20.6,93,19.5,1017.0,0.2,0.0,0.0,51,61,6.8
2022-01-03T21:00,20.5,94,19.5,1017.1,0.1,0.0,0.0,51,93,6.6
2022-01-03T22:00,19.8,96,19.1,1017.1,0.0,0.0,0.0,3,95,7.3
2022-01-03T23:00,19.8,96,19.1,1017.0,0.0,0.0,0.0,3,100,6.3
2022-01-04T00:00,19.6,97,19.1,1016.8,0.0,0.0,0.0,3,84,5.8
2022-01-04T01:00,19.2,98,19.0,1016.3,0.1,0.0,0.0,51,100,5.8
2022-01-04T02:00,19.5,98,19.2,1015.6,0.0,0.0,0.0,3,87,5.5
2022-01-04T03:00,20.0,98,19.5,1015.1,0.0,0.0,0.0,3,99,5.0
2022-01-04T04:00,19.7,98,19.4,1015.0,0.1,0.0,0.0,51,100,6.3
2022-01-04T05:00,21.0,94,20.0,1015.3,0.2,0.0,0.0,51,100,4.7
2022-01-04T06:00,21.1,94,20.1,1015.6,0.1,0.0,0.0,51,79,3.4
2022-01-04T07:00,21.2,95,20.4,1016.1,0.2,0.0,0.0,51,96,4.7
2022-01-04T08:00,22.0,90,20.4,1016.7,0.2,0.0,0.0,51,100,4.5
2022-01-04T09:00,22.9,84,20.1,1017.1,0.3,0.0,0.0,51,67,8.5
2022-01-04T10:00,23.4,82,20.2,1016.8,0.1,0.0,0.0,51,55,10.4
2022-01-04T11:00,23.7,81,20.2,1016.1,0.1,0.0,0.0,51,57,12.3
2022-01-04T12:00,24.0,80,20.4,1015.5,0.2,0.0,0.0,51,73,12.4
2022-01-04T13:00,24.0,80,20.3,1014.5,0.1,0.0,0.0,51,58,13.8
2022-01-04T14:00,24.0,80,20.4,1013.7,0.2,0.0,0.0,51,48,13.6
2022-01-04T15:00,24.0,80,20.4,1013.4,0.1,0.0,0.0,51,40,12.9
2022-01-04T16:00,23.8,80,20.1,1013.8,0.2,0.0,0.0,51,100,12.1
2022-01-04T17:00,23.3,84,20.4,1014.3,0.1,0.0,0.0,51,74,9.4
2022-01-04T18:00,22.8,86,20.4,1014.6,0.0,0.0,0.0,2,66,6.9
2022-01-04T19:00,22.8,86,20.3,1015.1,0.1,0.0,0.0,51,100,7.5
2022-01-04T20:00,22.9,86,20.4,1015.6,0.1,0.0,0.0,51,86,7.2
2022-01-04T21:00,22.2,90,20.5,1015.8,0.1,0.0,0.0,51,100,5.4
2022-01-04T22:00,21.8,92,20.4,1015.6,0.1,0.0,0.0,51,100,5.7
2022-01-04T23:00,21.6,93,20.4,1015.4,0.2,0.0,0.0,51,68,5.3
2022-01-05T00:00,21.4,94,20.5,1014.8,0.2,0.0,0.0,51,100,5.4
2022-01-05T01:00,22.3,89,20.5,1014.3,0.1,0.0,0.0,51,100,2.1
2022-01-05T02:00,22.1,91,20.5,1013.4,0.2,0.0,0.0,51,100,1.1
2022-01-05T03:00,21.5,94,20.5,1012.5,0.1,0.0,0.0,51,100,2.6
2022-01-05T04:00,21.8,93,20.6,1012.2,0.2,0.0,0.0,51,100,1.1
2022-01-05T05:00,21.7,94,20.6,1012.5,0.2,0.0,0.0,51,100,0.5
2022-01-05T06:00,21.7,94,20.6,1013.2,0.3,0.0,0.0,51,100,1.3
2022-01-05T07:00,22.1,92,20.8,1014.1,0.2,0.0,0.0,51,100,2.9
2022-01-05T08:00,22.6,89,20.8,1015.1,0.1,0.0,0.0,51,100,4.4
2022-01-05T09:00,23.4,87,21.0,1015.6,0.0,0.0,0.0,3,97,4.7
2022-01-05T10:00,24.0,85,21.4,1015.4,0.0,0.0,0.0,3,91,9.2
2022-01-05T11:00,24.1,84,21.2,1014.9,0.1,0.0,0.0,51,99,12.7
2022-01-05T12:00,23.6,86,21.1,1014.1,0.3,0.0,0.0,51,100,15.0
2022-01-05T13:00,23.9,86,21.4,1013.5,0.0,0.0,0.0,3,97,15.8
2022-01-05T14:00,23.9,85,21.1,1012.7,0.0,0.0,0.0,1,32,15.6
2022-01-05T15:00,24.0,83,20.9,1012.5,0.0,0.0,0.0,1,24,13.1
2022-01-05T16:00,23.9,83,20.8,1012.7,0.0,0.0,0.0,0,10,13.2
2022-01-05T17:00,23.4,85,20.8,1013.2,0.0,0.0,0.0,2,59,10.2
2022-01-05T18:00,23.0,88,20.9,1013.4,0.0,0.0,0.0,3,100,4.8
2022-01-05T19:00,22.5,92,21.1,1013.9,0.0,0.0,0.0,2,66,4.3
2022-01-05T20:00,22.2,93,21.1,1014.6,0.0,0.0,0.0,1,22,4.1
2022-01-05T21:00,21.9,95,21.0,1014.8,0.0,0.0,0.0,1,24,4.8
2022-01-05T22:00,21.5,96,20.8,1014.9,0.0,0.0,0.0,1,36,5.0
2022-01-05T23:00,21.9,93,20.8,1015.1,0.0,0.0,0.0,3,100,4.0
2022-01-06T00:00,21.5,96,20.8,1014.9,0.1,0.0,0.0,51,100,4.1
2022-01-06T01:00,21.6,97,21.1,1014.7,0.3,0.0,0.0,51,100,3.0
2022-01-06T02:00,21.8,95,20.9,1014.1,0.2,0.0,0.0,51,100,2.8
2022-01-06T03:00,22.1,92,20.8,1013.8,0.1,0.0,0.0,51,100,3.1
2022-01-06T04:00,21.6,96,20.9,1013.7,0.0,0.0,0.0,3,100,4.0
2022-01-06T05:00,21.5,96,20.8,1014.0,0.1,0.0,0.0,51,100,4.4
2022-01-06T06:00,22.4,89,20.5,1014.3,0.0,0.0,0.0,3,81,1.4
2022-01-06T07:00,22.1,89,20.2,1015.1,0.3,0.0,0.0,51,100,1.1
2022-01-06T08:00,22.7,88,20.6,1016.4,0.1,0.0,0.0,51,58,1.1
2022-01-06T09:00,23.2,88,21.0,1016.8,0.0,0.0,0.0,3,89,3.6
2022-01-06T10:00,24.0,84,21.1,1016.5,0.0,0.0,0.0,3,89,6.6
2022-01-06T11:00,24.5,80,20.9,1016.1,0.1,0.0,0.0,51,83,7.6
2022-01-06T12:00,24.8,78,20.8,1015.2,0.0,0.0,0.0,3,95,9.0
2022-01-06T13:00,24.9,78,20.8,1014.2,0.0,0.0,0.0,3,81,8.8
2022-01-06T14:00,24.9,78,20.8,1013.4,0.0,0.0,0.0,3,86,9.4
2022-01-06T15:00,25.0,77,20.6,1013.1,0.0,0.0,0.0,3,96,10.9
2022-01-06T16:00,24.9,76,20.3,1013.4,0.1,0.0,0.0,51,98,12.7
2022-01-06T17:00,24.2,81,20.6,1013.9,0.0,0.0,0.0,3,100,9.7
2022-01-06T18:00,23.4,84,20.4,1014.4,0.0,0.0,0.0,3,94,7.6
2022-01-06T19:00,23.0,89,21.1,1015.3,0.1,0.0,0.0,51,97,7.0
2022-01-06T20:00,22.8,90,21.0,1016.0,0.0,0.0,0.0,3,97,5.6
2022-01-06T21:00,22.0,93,20.8,1016.4,0.0,0.0,0.0,3,88,7.5
2022-01-06T22:00,22.8,89,20.8,1016.5,0.0,0.0,0.0,3,92,6.1
2022-01-06T23:00,22.5,91,20.9,1016.5,0.0,0.0,0.0,3,84,4.8
2022-01-07T00:00,20.9,96,20.3,1016.5,0.1,0.0,0.0,51,91,5.9
2022-01-07T01:00,21.5,96,20.8,1016.2,0.4,0.0,0.0,51,97,4.0
2022-01-07T02:00,20.6,99,20.4,1015.5,0.1,0.0,0.0,51,100,4.3
2022-01-07T03:00,20.9,100,20.9,1015.1,0.1,0.0,0.0,51,100,3.3
2022-01-07T04:00,20.9,98,20.6,1015.2,0.2,0.0,0.0,51,100,1.8
2022-01-07T05:00,20.8,100,20.7,1015.8,0.1,0.0,0.0,51,100,3.3
2022-01-07T06:00,20.9,97,20.4,1016.3,0.1,0.0,0.0,51,100,5.1
2022-01-07T07:00,21.4,94,20.5,1017.1,0.1,0.0,0.0,51,99,3.3
2022-01-07T08:00,22.2,86,19.8,1018.0,0.3,0.0,0.0,51,75,2.3
2022-01-07T09:00,23.0,81,19.5,1018.5,0.1,0.0,0.0,51,42,5.6
2022-01-07T10:00,23.5,77,19.2,1018.6,0.1,0.0,0.0,51,41,8.9
2022-01-07T11:00,24.3,74,19.3,1018.1,0.1,0.0,0.0,51,46,8.4
2022-01-07T12:00,24.6,73,19.4,1017.0,0.1,0.0,0.0,51,42,11.4
2022-01-07T13:00,24.9,73,19.6,1016.0,0.0,0.0,0.0,1,37,11.2
2022-01-07T14:00,24.9,72,19.5,1015.3,0.0,0.0,0.0,1,23,10.5
2022-01-07T15:00,24.7,73,19.6,1014.8,0.1,0.0,0.0,51,33,11.5
2022-01-07T16:00,24.2,76,19.6,1014.8,0.0,0.0,0.0,1,31,12.7
2022-01-07T17:00,23.2,82,20.0,1015.1,0.0,0.0,0.0,1,35,12.2
2022-01-07T18:00,22.5,85,19.9,1015.6,0.2,0.0,0.0,51,71,10.3
2022-01-07T19:00,22.3,87,20.0,1016.7,0.2,0.0,0.0,51,93,10.8
2022-01-07T20:00,22.1,90,20.4,1017.3,0.1,0.0,0.0,51,82,7.5
2022-01-07T21:00,21.7,91,20.2,1017.5,0.1,0.0,0.0,51,100,8.9
2022-01-07T22:00,22.0,88,19.9,1017.6,0.2,0.0,0.0,51,95,10.5
2022-01-07T23:00,21.9,89,20.0,1017.3,0.3,0.0,0.0,51,100,7.9
2022-01-08T00:00,21.8,89,20.0,1017.0,0.4,0.0,0.0,51,100,9.2
2022-01-08T01:00,21.4,90,19.7,1016.5,0.4,0.0,0.0,51,100,3.4
2022-01-08T02:00,21.6,90,20.0,1015.9,1.1,0.0,0.0,55,100,4.9
2022-01-08T03:00,21.6,90,20.0,1015.4,0.7,0.0,0.0,53,100,5.2
2022-01-08T04:00,21.8,90,20.1,1015.1,1.0,0.0,0.0,55,100,4.3
2022-01-08T05:00,22.0,91,20.5,1015.3,1.2,0.0,0.0,55,100,6.7
2022-01-08T06:00,22.2,91,20.6,1015.7,0.7,0.0,0.0,53,100,7.6
2022-01-08T07:00,22.4,90,20.6,1016.1,0.2,0.0,0.0,51,100,10.9
2022-01-08T08:00,22.9,89,20.9,1017.0,0.3,0.0,0.0,51,100,10.5
2022-01-08T09:00,22.9,87,20.6,1017.6,0.9,0.0,0.0,53,100,15.3
2022-01-08T10:00,23.1,86,20.8,1017.5,0.1,0.0,0.0,51,100,16.6
2022-01-08T11:00,23.2,85,20.6,1017.0,0.0,0.0,0.0,3,100,15.5
2022-01-08T12:00,23.3,86,20.9,1016.0,0.5,0.0,0.0,53,64,17.4
2022-01-08T13:00,23.5,85,20.9,1014.8,0.3,0.0,0.0,51,100,15.3
2022-01-08T14:00,23.6,82,20.4,1014.1,0.1,0.0,0.0,51,100,17.1
2022-01-08T15:00,23.4,85,20.6,1013.5,0.1,0.0,0.0,51,98,15.9
2022-01-08T16:00,23.4,84,20.5,1013.7,0.0,0.0,0.0,3,87,14.8
2022-01-08T17:00,23.2,85,20.5,1014.0,0.0,0.0,0.0,2,78,10.9
2022-01-08T18:00,23.0,85,20.4,1014.3,0.2,0.0,0.0,51,100,9.1
2022-01-08T19:00,22.9,87,20.5,1014.8,0.2,0.0,0.0,51,100,7.8
2022-01-08T20:00,22.9,89,20.9,1015.4,0.0,0.0,0.0,3,100,6.7
2022-01-08T21:00,22.6,90,21.0,1015.5,0.1,0.0,0.0,51,73,6.2
2022-01-08T22:00,22.0,93,21.0,1015.2,0.1,0.0,0.0,51,100,5.6
2022-01-08T23:00,22.5,92,21.1,1014.9,0.1,0.0,0.0,51,100,6.4
2022-01-09T00:00,22.4,92,21.0,1014.5,0.2,0.0,0.0,51,100,6.3
2022-01-09T01:00,22.4,92,21.0,1014.2,0.1,0.0,0.0,51,100,4.3
2022-01-09T02:00,22.4,93,21.2,1013.8,0.2,0.0,0.0,51,100,4.0
2022-01-09T03:00,22.1,95,21.2,1013.3,0.2,0.0,0.0,51,100,5.1
2022-01-09T04:00,22.1,90,20.5,1013.5,0.8,0.0,0.0,53,96,7.5
2022-01-09T05:00,21.9,92,20.5,1013.7,0.7,0.0,0.0,53,100,10.0
2022-01-09T06:00,21.2,93,20.0,1014.6,1.6,0.0,0.0,61,94,11.5
2022-01-09T07:00,22.1,89,20.2,1015.3,1.4,0.0,0.0,61,90,6.0
2022-01-09T08:00,22.6,86,20.2,1015.8,0.2,0.0,0.0,51,100,5.0
2022-01-09T09:00,23.1,84,20.3,1016.2,0.1,0.0,0.0,51,61,5.9
2022-01-09T10:00,23.1,85,20.4,1016.0,0.1,0.0,0.0,51,71,5.2
2022-01-09T11:00,23.5,84,20.8,1015.6,0.0,0.0,0.0,0,7,8.1
2022-01-09T12:00,23.7,84,20.8,1014.6,0.0,0.0,0.0,2,59,8.6
2022-01-09T13:00,24.0,81,20.6,1013.3,0.0,0.0,0.0,1,37,11.4
2022-01-09T14:00,24.0,82,20.8,1012.6,0.0,0.0,0.0,1,42,10.9
2022-01-09T15:00,24.0,82,20.8,1012.4,0.0,0.0,0.0,1,34,9.0
2022-01-09T16:00,24.1,80,20.4,1012.5,0.0,0.0,0.0,1,24,8.4
2022-01-09T17:00,23.9,82,20.7,1012.9,0.0,0.0,0.0,1,34,6.1
2022-01-09T18:00,23.0,87,20.8,1013.2,0.0,0.0,0.0,2,59,5.0
2022-01-09T19:00,23.2,85,20.5,1013.6,0.2,0.0,0.0,51,30,7.4
2022-01-09T20:00,23.0,86,20.5,1014.0,0.1,0.0,0.0,51,26,8.4
2022-01-09T21:00,22.6,88,20.6,1014.2,0.1,0.0,0.0,51,21,7.0
2022-01-09T22:00,22.4,90,20.7,1014.1,0.1,0.0,0.0,51,27,5.1
2022-01-09T23:00,21.8,93,20.6,1013.9,0.2,0.0,0.0,51,42,5.4
2022-01-10T00:00,21.6,93,20.5,1013.4,0.2,0.0,0.0,51,43,5.4
2022-01-10T01:00,22.1,90,20.4,1013.2,0.4,0.0,0.0,51,41,3.1
2022-01-10T02:00,21.9,92,20.5,1012.8,0.3,0.0,0.0,51,100,2.9
2022-01-10T03:00,21.5,94,20.5,1012.7,0.2,0.0,0.0,51,100,2.9
2022-01-10T04:00,20.6,98,20.4,1013.0,0.2,0.0,0.0,51,97,4.0
2022-01-10T05:00,20.5,98,20.2,1013.3,0.1,0.0,0.0,51,99,4.7
2022-01-10T06:00,20.8,97,20.3,1014.0,0.1,0.0,0.0,51,100,4.3
2022-01-10T07:00,21.6,95,20.8,1014.6,0.1,0.0,0.0,51,100,5.0
2022-01-10T08:00,22.4,92,21.0,1015.3,0.0,0.0,0.0,2,61,7.4
2022-01-10T09:00,23.0,90,21.3,1015.9,0.0,0.0,0.0,1,36,8.7
2022-01-10T10:00,23.8,85,21.2,1015.7,0.0,0.0,0.0,0,13,10.0
2022-01-10T11:00,24.4,82,21.0,1014.9,0.1,0.0,0.0,51,27,11.8
2022-01-10T12:00,24.7,79,20.8,1014.3,0.1,0.0,0.0,51,64,13.6
2022-01-10T13:00,25.0,78,20.9,1013.2,0.0,0.0,0.0,2,55,13.9
2022-01-10T14:00,25.0,78,20.9,1012.6,0.0,0.0,0.0,2,68,14.5
2022-01-10T15:00,24.6,79,20.7,1012.4,0.0,0.0,0.0,1,34,15.1
2022-01-10T16:00,24.5,79,20.6,1012.5,0.0,0.0,0.0,0,0,16.4
2022-01-10T17:00,24.0,82,20.8,1012.8,0.0,0.0,0.0,0,10,14.0
2022-01-10T18:00,23.6,84,20.7,1013.5,0.0,0.0,0.0,0,2,11.2
2022-01-10T19:00,23.6,86,21.1,1013.9,0.0,0.0,0.0,0,2,7.6
2022-01-10T20:00,23.4,89,21.4,1014.5,0.0,0.0,0.0,3,95,5.8
2022-01-10T21:00,23.1,90,21.4,1014.8,0.0,0.0,0.0,3,100,5.2
2022-01-10T22:00,22.9,90,21.2,1014.7,0.0,0.0,0.0,3,100,4.7
2022-01-10T23:00,22.9,91,21.2,1014.8,0.0,0.0,0.0,3,94,5.2
2022-01-11T00:00,22.5,91,21.0,1014.7,0.0,0.0,0.0,1,20,5.9
2022-01-11T01:00,22.1,92,20.9,1014.5,0.0,0.0,0.0,3,100,5.6
2022-01-11T02:00,21.8,92,20.5,1014.4,0.0,0.0,0.0,3,100,4.0
2022-01-11T03:00,21.4,93,20.2,1014.1,0.0,0.0,0.0,0,7,3.7
2022-01-11T04:00,21.6,93,20.4,1014.5,0.0,0.0,0.0,1,30,4.0
2022-01-11T05:00,22.5,90,20.7,1015.0,0.1,0.0,0.0,51,100,3.4
2022-01-11T06:00,22.4,91,20.8,1015.6,0.2,0.0,0.0,51,93,3.9
2022-01-11T07:00,22.0,90,20.3,1016.6,0.2,0.0,0.0,51,67,2.6
2022-01-11T08:00,22.9,87,20.6,1017.5,0.1,0.0,0.0,51,73,3.6
2022-01-11T09:00,23.1,83,20.1,1018.3,0.4,0.0,0.0,51,89,8.4
2022-01-11T10:00,23.2,84,20.5,1018.0,0.1,0.0,0.0,51,49,10.6
2022-01-11T11:00,23.8,84,21.0,1017.4,0.1,0.0,0.0,51,21,12.0
2022-01-11T12:00,23.9,84,21.0,1016.8,0.0,0.0,0.0,1,21,13.8
2022-01-11T13:00,23.8,83,20.7,1016.0,0.2,0.0,0.0,51,33,17.7
2022-01-11T14:00,23.6,82,20.5,1015.4,0.0,0.0,0.0,1,33,17.2
2022-01-11T15:00,23.5,82,20.4,1015.0,0.0,0.0,0.0,1,23,16.8
2022-01-11T16:00,23.4,81,19.9,1015.2,0.1,0.0,0.0,51,48,16.1
2022-01-11T17:00,22.8,81,19.5,1015.6,0.1,0.0,0.0,51,72,14.3
2022-01-11T18:00,22.3,84,19.5,1015.9,0.4,0.0,0.0,51,96,14.2
2022-01-11T19:00,22.0,87,19.8,1016.5,0.2,0.0,0.0,51,96,13.0
2022-01-11T20:00,22.0,88,19.8,1016.7,0.1,0.0,0.0,51,100,11.6
2022-01-11T21:00,22.0,89,20.0,1017.1,0.1,0.0,0.0,51,100,7.9
2022-01-11T22:00,21.6,88,19.5,1016.9,0.2,0.0,0.0,51,97,6.9
2022-01-11T23:00,21.8,88,19.8,1016.4,0.5,0.0,0.0,53,100,5.8
2022-01-12T00:00,21.5,88,19.5,1016.1,0.7,0.0,0.0,53,100,7.2
2022-01-12T01:00,21.4,91,19.9,1015.8,0.7,0.0,0.0,53,100,8.7
2022-01-12T02:00,21.1,88,19.1,1015.0,0.5,0.0,0.0,53,100,8.3
2022-01-12T03:00,21.1,89,19.2,1014.8,0.4,0.0,0.0,51,100,5.0
2022-01-12T04:00,21.2,88,19.2,1014.7,0.1,0.0,0.0,51,100,2.2
2022-01-12T05:00,21.1,89,19.4,1015.4,0.0,0.0,0.0,3,100,2.7
2022-01-12T06:00,21.1,91,19.6,1015.8,0.0,0.0,0.0,3,100,2.3
2022-01-12T07:00,21.6,82,18.5,1016.7,0.0,0.0,0.0,3,100,7.3
2022-01-12T08:00,21.8,83,18.7,1017.5,0.1,0.0,0.0,51,100,8.1
2022-01-12T09:00,22.0,83,19.0,1018.3,0.0,0.0,0.0,3,100,7.6
2022-01-12T10:00,22.6,82,19.4,1018.3,0.0,0.0,0.0,3,93,6.4
2022-01-12T11:00,23.4,79,19.6,1017.7,0.0,0.0,0.0,3,95,10.1
2022-01-12T12:00,23.8,78,19.6,1016.9,0.1,0.0,0.0,51,61,14.2
2022-01-12T13:00,23.6,80,19.9,1016.2,0.1,0.0,0.0,51,22,14.8
2022-01-12T14:00,23.5,80,19.8,1015.5,0.1,0.0,0.0,51,38,12.6
2022-01-12T15:00,23.3,81,19.9,1015.2,0.0,0.0,0.0,2,53,12.5
2022-01-12T16:00,23.0,82,19.8,1015.3,0.0,0.0,0.0,2,73,11.3
2022-01-12T17:00,22.8,82,19.5,1015.6,0.1,0.0,0.0,51,39,9.4
2022-01-12T18:00,22.2,87,20.0,1015.9,0.1,0.0,0.0,51,17,6.8
2022-01-12T19:00,22.1,88,20.0,1016.4,0.1,0.0,0.0,51,23,6.9
2022-01-12T20:00,21.4,91,19.9,1017.2,0.2,0.0,0.0,51,51,4.3
2022-01-12T21:00,20.8,93,19.6,1017.7,0.1,0.0,0.0,51,31,5.6
2022-01-12T22:00,21.1,92,19.9,1017.8,0.3,0.0,0.0,51,43,4.7
2022-01-12T23:00,21.1,93,19.9,1017.6,0.3,0.0,0.0,51,47,4.1
2022-01-13T00:00,20.5,94,19.5,1017.2,0.2,0.0,0.0,51,100,4.8
2022-01-13T01:00,20.0,96,19.4,1017.0,0.1,0.0,0.0,51,100,5.1
2022-01-13T02:00,20.4,96,19.8,1016.2,0.3,0.0,0.0,51,100,3.9
2022-01-13T03:00,20.4,96,19.8,1015.7,0.1,0.0,0.0,51,63,3.7
2022-01-13T04:00,21.1,91,19.6,1015.9,0.1,0.0,0.0,51,100,2.5
2022-01-13T05:00,20.4,96,19.7,1016.1,0.4,0.0,0.0,51,92,2.8
2022-01-13T06:00,20.9,95,20.1,1016.7,0.3,0.0,0.0,51,100,2.7
2022-01-13T07:00,21.5,90,19.8,1017.5,0.7,0.0,0.0,53,97,5.8
2022-01-13T08:00,22.1,86,19.6,1018.6,0.1,0.0,0.0,51,100,9.5
2022-01-13T09:00,22.5,83,19.5,1019.1,0.1,0.0,0.0,51,83,11.2
2022-01-13T10:00,22.9,83,19.9,1019.0,0.0,0.0,0.0,2,60,8.8
2022-01-13T11:00,23.1,83,20.0,1018.4,0.0,0.0,0.0,1,49,7.2
2022-01-13T12:00,23.8,80,20.0,1017.5,0.0,0.0,0.0,2,76,9.4
2022-01-13T13:00,23.9,79,20.0,1016.4,0.0,0.0,0.0,0,13,12.6
